image_id,clear_image_path,hazy_image_paths,trans_image_paths
335,clear/335.png,"['hazy/335_1_0.74065.png', 'hazy/335_2_0.76402.png', 'hazy/335_3_0.87043.png', 'hazy/335_4_0.86695.png', 'hazy/335_5_0.76098.png', 'hazy/335_6_0.86115.png', 'hazy/335_7_0.71385.png', 'hazy/335_8_0.9046.png', 'hazy/335_9_0.9857.png', 'hazy/335_10_0.90927.png']","['trans/335_1.png', 'trans/335_2.png', 'trans/335_3.png', 'trans/335_4.png', 'trans/335_5.png', 'trans/335_6.png', 'trans/335_7.png', 'trans/335_8.png', 'trans/335_9.png', 'trans/335_10.png']"
336,clear/336.png,"['hazy/336_1_0.98062.png', 'hazy/336_2_0.92434.png', 'hazy/336_3_0.78163.png', 'hazy/336_4_0.94989.png', 'hazy/336_5_0.8157.png', 'hazy/336_6_0.99553.png', 'hazy/336_7_0.70234.png', 'hazy/336_8_0.88493.png', 'hazy/336_9_0.94338.png', 'hazy/336_10_0.90793.png']","['trans/336_1.png', 'trans/336_2.png', 'trans/336_3.png', 'trans/336_4.png', 'trans/336_5.png', 'trans/336_6.png', 'trans/336_7.png', 'trans/336_8.png', 'trans/336_9.png', 'trans/336_10.png']"
337,clear/337.png,"['hazy/337_1_0.90399.png', 'hazy/337_2_0.96501.png', 'hazy/337_3_0.70859.png', 'hazy/337_4_0.8263.png', 'hazy/337_5_0.98518.png', 'hazy/337_6_0.72952.png', 'hazy/337_7_0.96586.png', 'hazy/337_8_0.84594.png', 'hazy/337_9_0.9736.png', 'hazy/337_10_0.92432.png']","['trans/337_1.png', 'trans/337_2.png', 'trans/337_3.png', 'trans/337_4.png', 'trans/337_5.png', 'trans/337_6.png', 'trans/337_7.png', 'trans/337_8.png', 'trans/337_9.png', 'trans/337_10.png']"
338,clear/338.png,"['hazy/338_1_0.92103.png', 'hazy/338_2_0.74033.png', 'hazy/338_3_0.88306.png', 'hazy/338_4_0.79383.png', 'hazy/338_5_0.86827.png', 'hazy/338_6_0.7529.png', 'hazy/338_7_0.93904.png', 'hazy/338_8_0.76216.png', 'hazy/338_9_0.95895.png', 'hazy/338_10_0.8209.png']","['trans/338_1.png', 'trans/338_2.png', 'trans/338_3.png', 'trans/338_4.png', 'trans/338_5.png', 'trans/338_6.png', 'trans/338_7.png', 'trans/338_8.png', 'trans/338_9.png', 'trans/338_10.png']"
339,clear/339.png,"['hazy/339_1_0.99247.png', 'hazy/339_2_0.90097.png', 'hazy/339_3_0.99642.png', 'hazy/339_4_0.9285.png', 'hazy/339_5_0.71194.png', 'hazy/339_6_0.73936.png', 'hazy/339_7_0.99472.png', 'hazy/339_8_0.86831.png', 'hazy/339_9_0.82637.png', 'hazy/339_10_0.93213.png']","['trans/339_1.png', 'trans/339_2.png', 'trans/339_3.png', 'trans/339_4.png', 'trans/339_5.png', 'trans/339_6.png', 'trans/339_7.png', 'trans/339_8.png', 'trans/339_9.png', 'trans/339_10.png']"
340,clear/340.png,"['hazy/340_1_0.76568.png', 'hazy/340_2_0.76784.png', 'hazy/340_3_0.72748.png', 'hazy/340_4_0.75407.png', 'hazy/340_5_0.87381.png', 'hazy/340_6_0.73934.png', 'hazy/340_7_0.76969.png', 'hazy/340_8_0.71236.png', 'hazy/340_9_0.81868.png', 'hazy/340_10_0.70055.png']","['trans/340_1.png', 'trans/340_2.png', 'trans/340_3.png', 'trans/340_4.png', 'trans/340_5.png', 'trans/340_6.png', 'trans/340_7.png', 'trans/340_8.png', 'trans/340_9.png', 'trans/340_10.png']"
341,clear/341.png,"['hazy/341_1_0.7674.png', 'hazy/341_2_0.80739.png', 'hazy/341_3_0.89705.png', 'hazy/341_4_0.74506.png', 'hazy/341_5_0.85296.png', 'hazy/341_6_0.84328.png', 'hazy/341_7_0.98325.png', 'hazy/341_8_0.91383.png', 'hazy/341_9_0.77432.png', 'hazy/341_10_0.83786.png']","['trans/341_1.png', 'trans/341_2.png', 'trans/341_3.png', 'trans/341_4.png', 'trans/341_5.png', 'trans/341_6.png', 'trans/341_7.png', 'trans/341_8.png', 'trans/341_9.png', 'trans/341_10.png']"
342,clear/342.png,"['hazy/342_1_0.99582.png', 'hazy/342_2_0.79214.png', 'hazy/342_3_0.89243.png', 'hazy/342_4_0.956.png', 'hazy/342_5_0.81874.png', 'hazy/342_6_0.74955.png', 'hazy/342_7_0.7722.png', 'hazy/342_8_0.7314.png', 'hazy/342_9_0.70799.png', 'hazy/342_10_0.77895.png']","['trans/342_1.png', 'trans/342_2.png', 'trans/342_3.png', 'trans/342_4.png', 'trans/342_5.png', 'trans/342_6.png', 'trans/342_7.png', 'trans/342_8.png', 'trans/342_9.png', 'trans/342_10.png']"
343,clear/343.png,"['hazy/343_1_0.97398.png', 'hazy/343_2_0.77969.png', 'hazy/343_3_0.87436.png', 'hazy/343_4_0.71853.png', 'hazy/343_5_0.88129.png', 'hazy/343_6_0.80915.png', 'hazy/343_7_0.88397.png', 'hazy/343_8_0.97835.png', 'hazy/343_9_0.93065.png', 'hazy/343_10_0.88533.png']","['trans/343_1.png', 'trans/343_2.png', 'trans/343_3.png', 'trans/343_4.png', 'trans/343_5.png', 'trans/343_6.png', 'trans/343_7.png', 'trans/343_8.png', 'trans/343_9.png', 'trans/343_10.png']"
344,clear/344.png,"['hazy/344_1_0.80579.png', 'hazy/344_2_0.89025.png', 'hazy/344_3_0.83242.png', 'hazy/344_4_0.72651.png', 'hazy/344_5_0.83892.png', 'hazy/344_6_0.76909.png', 'hazy/344_7_0.88927.png', 'hazy/344_8_0.76575.png', 'hazy/344_9_0.88648.png', 'hazy/344_10_0.84477.png']","['trans/344_1.png', 'trans/344_2.png', 'trans/344_3.png', 'trans/344_4.png', 'trans/344_5.png', 'trans/344_6.png', 'trans/344_7.png', 'trans/344_8.png', 'trans/344_9.png', 'trans/344_10.png']"
345,clear/345.png,"['hazy/345_1_0.97893.png', 'hazy/345_2_0.79563.png', 'hazy/345_3_0.9356.png', 'hazy/345_4_0.87666.png', 'hazy/345_5_0.72726.png', 'hazy/345_6_0.90694.png', 'hazy/345_7_0.85686.png', 'hazy/345_8_0.84298.png', 'hazy/345_9_0.96888.png', 'hazy/345_10_0.89274.png']","['trans/345_1.png', 'trans/345_2.png', 'trans/345_3.png', 'trans/345_4.png', 'trans/345_5.png', 'trans/345_6.png', 'trans/345_7.png', 'trans/345_8.png', 'trans/345_9.png', 'trans/345_10.png']"
346,clear/346.png,"['hazy/346_1_0.88697.png', 'hazy/346_2_0.84952.png', 'hazy/346_3_0.98122.png', 'hazy/346_4_0.9012.png', 'hazy/346_5_0.78908.png', 'hazy/346_6_0.75119.png', 'hazy/346_7_0.97848.png', 'hazy/346_8_0.79456.png', 'hazy/346_9_0.77803.png', 'hazy/346_10_0.83382.png']","['trans/346_1.png', 'trans/346_2.png', 'trans/346_3.png', 'trans/346_4.png', 'trans/346_5.png', 'trans/346_6.png', 'trans/346_7.png', 'trans/346_8.png', 'trans/346_9.png', 'trans/346_10.png']"
347,clear/347.png,"['hazy/347_1_0.84893.png', 'hazy/347_2_0.75745.png', 'hazy/347_3_0.8673.png', 'hazy/347_4_0.76662.png', 'hazy/347_5_0.70221.png', 'hazy/347_6_0.7114.png', 'hazy/347_7_0.78167.png', 'hazy/347_8_0.75135.png', 'hazy/347_9_0.70791.png', 'hazy/347_10_0.72171.png']","['trans/347_1.png', 'trans/347_2.png', 'trans/347_3.png', 'trans/347_4.png', 'trans/347_5.png', 'trans/347_6.png', 'trans/347_7.png', 'trans/347_8.png', 'trans/347_9.png', 'trans/347_10.png']"
348,clear/348.png,"['hazy/348_1_0.85273.png', 'hazy/348_2_0.76227.png', 'hazy/348_3_0.70071.png', 'hazy/348_4_0.83326.png', 'hazy/348_5_0.97873.png', 'hazy/348_6_0.78192.png', 'hazy/348_7_0.80363.png', 'hazy/348_8_0.81164.png', 'hazy/348_9_0.97322.png', 'hazy/348_10_0.88345.png']","['trans/348_1.png', 'trans/348_2.png', 'trans/348_3.png', 'trans/348_4.png', 'trans/348_5.png', 'trans/348_6.png', 'trans/348_7.png', 'trans/348_8.png', 'trans/348_9.png', 'trans/348_10.png']"
349,clear/349.png,"['hazy/349_1_0.97253.png', 'hazy/349_2_0.94972.png', 'hazy/349_3_0.74022.png', 'hazy/349_4_0.72552.png', 'hazy/349_5_0.90742.png', 'hazy/349_6_0.97525.png', 'hazy/349_7_0.93597.png', 'hazy/349_8_0.82278.png', 'hazy/349_9_0.77454.png', 'hazy/349_10_0.99195.png']","['trans/349_1.png', 'trans/349_2.png', 'trans/349_3.png', 'trans/349_4.png', 'trans/349_5.png', 'trans/349_6.png', 'trans/349_7.png', 'trans/349_8.png', 'trans/349_9.png', 'trans/349_10.png']"
350,clear/350.png,"['hazy/350_1_0.93738.png', 'hazy/350_2_0.73831.png', 'hazy/350_3_0.70092.png', 'hazy/350_4_0.89522.png', 'hazy/350_5_0.97688.png', 'hazy/350_6_0.87522.png', 'hazy/350_7_0.97122.png', 'hazy/350_8_0.86772.png', 'hazy/350_9_0.92796.png', 'hazy/350_10_0.83467.png']","['trans/350_1.png', 'trans/350_2.png', 'trans/350_3.png', 'trans/350_4.png', 'trans/350_5.png', 'trans/350_6.png', 'trans/350_7.png', 'trans/350_8.png', 'trans/350_9.png', 'trans/350_10.png']"
351,clear/351.png,"['hazy/351_1_0.94013.png', 'hazy/351_2_0.91379.png', 'hazy/351_3_0.7493.png', 'hazy/351_4_0.75267.png', 'hazy/351_5_0.77884.png', 'hazy/351_6_0.81559.png', 'hazy/351_7_0.80442.png', 'hazy/351_8_0.85987.png', 'hazy/351_9_0.74328.png', 'hazy/351_10_0.9597.png']","['trans/351_1.png', 'trans/351_2.png', 'trans/351_3.png', 'trans/351_4.png', 'trans/351_5.png', 'trans/351_6.png', 'trans/351_7.png', 'trans/351_8.png', 'trans/351_9.png', 'trans/351_10.png']"
352,clear/352.png,"['hazy/352_1_0.98699.png', 'hazy/352_2_0.99978.png', 'hazy/352_3_0.94157.png', 'hazy/352_4_0.89989.png', 'hazy/352_5_0.73841.png', 'hazy/352_6_0.93492.png', 'hazy/352_7_0.79902.png', 'hazy/352_8_0.84446.png', 'hazy/352_9_0.96387.png', 'hazy/352_10_0.82367.png']","['trans/352_1.png', 'trans/352_2.png', 'trans/352_3.png', 'trans/352_4.png', 'trans/352_5.png', 'trans/352_6.png', 'trans/352_7.png', 'trans/352_8.png', 'trans/352_9.png', 'trans/352_10.png']"
353,clear/353.png,"['hazy/353_1_0.97723.png', 'hazy/353_2_0.79498.png', 'hazy/353_3_0.71744.png', 'hazy/353_4_0.77784.png', 'hazy/353_5_0.72734.png', 'hazy/353_6_0.7451.png', 'hazy/353_7_0.95805.png', 'hazy/353_8_0.92828.png', 'hazy/353_9_0.92988.png', 'hazy/353_10_0.95567.png']","['trans/353_1.png', 'trans/353_2.png', 'trans/353_3.png', 'trans/353_4.png', 'trans/353_5.png', 'trans/353_6.png', 'trans/353_7.png', 'trans/353_8.png', 'trans/353_9.png', 'trans/353_10.png']"
354,clear/354.png,"['hazy/354_1_0.82845.png', 'hazy/354_2_0.76892.png', 'hazy/354_3_0.82949.png', 'hazy/354_4_0.74737.png', 'hazy/354_5_0.91684.png', 'hazy/354_6_0.72354.png', 'hazy/354_7_0.76931.png', 'hazy/354_8_0.93665.png', 'hazy/354_9_0.92444.png', 'hazy/354_10_0.80318.png']","['trans/354_1.png', 'trans/354_2.png', 'trans/354_3.png', 'trans/354_4.png', 'trans/354_5.png', 'trans/354_6.png', 'trans/354_7.png', 'trans/354_8.png', 'trans/354_9.png', 'trans/354_10.png']"
355,clear/355.png,"['hazy/355_1_0.77232.png', 'hazy/355_2_0.82095.png', 'hazy/355_3_0.99013.png', 'hazy/355_4_0.7316.png', 'hazy/355_5_0.97789.png', 'hazy/355_6_0.72265.png', 'hazy/355_7_0.89655.png', 'hazy/355_8_0.96439.png', 'hazy/355_9_0.92016.png', 'hazy/355_10_0.85721.png']","['trans/355_1.png', 'trans/355_2.png', 'trans/355_3.png', 'trans/355_4.png', 'trans/355_5.png', 'trans/355_6.png', 'trans/355_7.png', 'trans/355_8.png', 'trans/355_9.png', 'trans/355_10.png']"
356,clear/356.png,"['hazy/356_1_0.98969.png', 'hazy/356_2_0.98859.png', 'hazy/356_3_0.82118.png', 'hazy/356_4_0.84018.png', 'hazy/356_5_0.96729.png', 'hazy/356_6_0.79078.png', 'hazy/356_7_0.81794.png', 'hazy/356_8_0.87307.png', 'hazy/356_9_0.97611.png', 'hazy/356_10_0.83556.png']","['trans/356_1.png', 'trans/356_2.png', 'trans/356_3.png', 'trans/356_4.png', 'trans/356_5.png', 'trans/356_6.png', 'trans/356_7.png', 'trans/356_8.png', 'trans/356_9.png', 'trans/356_10.png']"
357,clear/357.png,"['hazy/357_1_0.81762.png', 'hazy/357_2_0.70939.png', 'hazy/357_3_0.97475.png', 'hazy/357_4_0.97358.png', 'hazy/357_5_0.73945.png', 'hazy/357_6_0.92184.png', 'hazy/357_7_0.7688.png', 'hazy/357_8_0.84556.png', 'hazy/357_9_0.86626.png', 'hazy/357_10_0.78427.png']","['trans/357_1.png', 'trans/357_2.png', 'trans/357_3.png', 'trans/357_4.png', 'trans/357_5.png', 'trans/357_6.png', 'trans/357_7.png', 'trans/357_8.png', 'trans/357_9.png', 'trans/357_10.png']"
358,clear/358.png,"['hazy/358_1_0.97279.png', 'hazy/358_2_0.96941.png', 'hazy/358_3_0.98747.png', 'hazy/358_4_0.79572.png', 'hazy/358_5_0.93316.png', 'hazy/358_6_0.70181.png', 'hazy/358_7_0.97215.png', 'hazy/358_8_0.84467.png', 'hazy/358_9_0.77404.png', 'hazy/358_10_0.88254.png']","['trans/358_1.png', 'trans/358_2.png', 'trans/358_3.png', 'trans/358_4.png', 'trans/358_5.png', 'trans/358_6.png', 'trans/358_7.png', 'trans/358_8.png', 'trans/358_9.png', 'trans/358_10.png']"
359,clear/359.png,"['hazy/359_1_0.84282.png', 'hazy/359_2_0.81077.png', 'hazy/359_3_0.77369.png', 'hazy/359_4_0.93681.png', 'hazy/359_5_0.96851.png', 'hazy/359_6_0.98571.png', 'hazy/359_7_0.74834.png', 'hazy/359_8_0.7623.png', 'hazy/359_9_0.89077.png', 'hazy/359_10_0.77769.png']","['trans/359_1.png', 'trans/359_2.png', 'trans/359_3.png', 'trans/359_4.png', 'trans/359_5.png', 'trans/359_6.png', 'trans/359_7.png', 'trans/359_8.png', 'trans/359_9.png', 'trans/359_10.png']"
360,clear/360.png,"['hazy/360_1_0.71639.png', 'hazy/360_2_0.74857.png', 'hazy/360_3_0.72592.png', 'hazy/360_4_0.86177.png', 'hazy/360_5_0.80635.png', 'hazy/360_6_0.85948.png', 'hazy/360_7_0.94374.png', 'hazy/360_8_0.76862.png', 'hazy/360_9_0.74281.png', 'hazy/360_10_0.98352.png']","['trans/360_1.png', 'trans/360_2.png', 'trans/360_3.png', 'trans/360_4.png', 'trans/360_5.png', 'trans/360_6.png', 'trans/360_7.png', 'trans/360_8.png', 'trans/360_9.png', 'trans/360_10.png']"
361,clear/361.png,"['hazy/361_1_0.72958.png', 'hazy/361_2_0.86982.png', 'hazy/361_3_0.91186.png', 'hazy/361_4_0.82165.png', 'hazy/361_5_0.76757.png', 'hazy/361_6_0.88098.png', 'hazy/361_7_0.92139.png', 'hazy/361_8_0.8172.png', 'hazy/361_9_0.99459.png', 'hazy/361_10_0.94103.png']","['trans/361_1.png', 'trans/361_2.png', 'trans/361_3.png', 'trans/361_4.png', 'trans/361_5.png', 'trans/361_6.png', 'trans/361_7.png', 'trans/361_8.png', 'trans/361_9.png', 'trans/361_10.png']"
362,clear/362.png,"['hazy/362_1_0.78602.png', 'hazy/362_2_0.83676.png', 'hazy/362_3_0.70616.png', 'hazy/362_4_0.75814.png', 'hazy/362_5_0.71828.png', 'hazy/362_6_0.70812.png', 'hazy/362_7_0.92336.png', 'hazy/362_8_0.84932.png', 'hazy/362_9_0.9137.png', 'hazy/362_10_0.72048.png']","['trans/362_1.png', 'trans/362_2.png', 'trans/362_3.png', 'trans/362_4.png', 'trans/362_5.png', 'trans/362_6.png', 'trans/362_7.png', 'trans/362_8.png', 'trans/362_9.png', 'trans/362_10.png']"
363,clear/363.png,"['hazy/363_1_0.80012.png', 'hazy/363_2_0.73287.png', 'hazy/363_3_0.73055.png', 'hazy/363_4_0.70172.png', 'hazy/363_5_0.95046.png', 'hazy/363_6_0.91576.png', 'hazy/363_7_0.87169.png', 'hazy/363_8_0.82618.png', 'hazy/363_9_0.981.png', 'hazy/363_10_0.92291.png']","['trans/363_1.png', 'trans/363_2.png', 'trans/363_3.png', 'trans/363_4.png', 'trans/363_5.png', 'trans/363_6.png', 'trans/363_7.png', 'trans/363_8.png', 'trans/363_9.png', 'trans/363_10.png']"
364,clear/364.png,"['hazy/364_1_0.98318.png', 'hazy/364_2_0.86052.png', 'hazy/364_3_0.76545.png', 'hazy/364_4_0.87669.png', 'hazy/364_5_0.96307.png', 'hazy/364_6_0.92376.png', 'hazy/364_7_0.98462.png', 'hazy/364_8_0.7759.png', 'hazy/364_9_0.93553.png', 'hazy/364_10_0.99018.png']","['trans/364_1.png', 'trans/364_2.png', 'trans/364_3.png', 'trans/364_4.png', 'trans/364_5.png', 'trans/364_6.png', 'trans/364_7.png', 'trans/364_8.png', 'trans/364_9.png', 'trans/364_10.png']"
365,clear/365.png,"['hazy/365_1_0.96559.png', 'hazy/365_2_0.97637.png', 'hazy/365_3_0.75094.png', 'hazy/365_4_0.83433.png', 'hazy/365_5_0.74544.png', 'hazy/365_6_0.80304.png', 'hazy/365_7_0.71774.png', 'hazy/365_8_0.98414.png', 'hazy/365_9_0.87219.png', 'hazy/365_10_0.71754.png']","['trans/365_1.png', 'trans/365_2.png', 'trans/365_3.png', 'trans/365_4.png', 'trans/365_5.png', 'trans/365_6.png', 'trans/365_7.png', 'trans/365_8.png', 'trans/365_9.png', 'trans/365_10.png']"
366,clear/366.png,"['hazy/366_1_0.7236.png', 'hazy/366_2_0.89253.png', 'hazy/366_3_0.91109.png', 'hazy/366_4_0.72196.png', 'hazy/366_5_0.71175.png', 'hazy/366_6_0.9112.png', 'hazy/366_7_0.87509.png', 'hazy/366_8_0.98098.png', 'hazy/366_9_0.9958.png', 'hazy/366_10_0.81681.png']","['trans/366_1.png', 'trans/366_2.png', 'trans/366_3.png', 'trans/366_4.png', 'trans/366_5.png', 'trans/366_6.png', 'trans/366_7.png', 'trans/366_8.png', 'trans/366_9.png', 'trans/366_10.png']"
367,clear/367.png,"['hazy/367_1_0.88088.png', 'hazy/367_2_0.82193.png', 'hazy/367_3_0.79892.png', 'hazy/367_4_0.98764.png', 'hazy/367_5_0.70236.png', 'hazy/367_6_0.95647.png', 'hazy/367_7_0.7684.png', 'hazy/367_8_0.88908.png', 'hazy/367_9_0.90402.png', 'hazy/367_10_0.72791.png']","['trans/367_1.png', 'trans/367_2.png', 'trans/367_3.png', 'trans/367_4.png', 'trans/367_5.png', 'trans/367_6.png', 'trans/367_7.png', 'trans/367_8.png', 'trans/367_9.png', 'trans/367_10.png']"
368,clear/368.png,"['hazy/368_1_0.72036.png', 'hazy/368_2_0.76726.png', 'hazy/368_3_0.76604.png', 'hazy/368_4_0.80307.png', 'hazy/368_5_0.78324.png', 'hazy/368_6_0.7869.png', 'hazy/368_7_0.86877.png', 'hazy/368_8_0.70538.png', 'hazy/368_9_0.82353.png', 'hazy/368_10_0.83153.png']","['trans/368_1.png', 'trans/368_2.png', 'trans/368_3.png', 'trans/368_4.png', 'trans/368_5.png', 'trans/368_6.png', 'trans/368_7.png', 'trans/368_8.png', 'trans/368_9.png', 'trans/368_10.png']"
369,clear/369.png,"['hazy/369_1_0.87513.png', 'hazy/369_2_0.72674.png', 'hazy/369_3_0.99246.png', 'hazy/369_4_0.78202.png', 'hazy/369_5_0.73939.png', 'hazy/369_6_0.83113.png', 'hazy/369_7_0.73731.png', 'hazy/369_8_0.85584.png', 'hazy/369_9_0.86815.png', 'hazy/369_10_0.84487.png']","['trans/369_1.png', 'trans/369_2.png', 'trans/369_3.png', 'trans/369_4.png', 'trans/369_5.png', 'trans/369_6.png', 'trans/369_7.png', 'trans/369_8.png', 'trans/369_9.png', 'trans/369_10.png']"
370,clear/370.png,"['hazy/370_1_0.85285.png', 'hazy/370_2_0.72626.png', 'hazy/370_3_0.9319.png', 'hazy/370_4_0.90488.png', 'hazy/370_5_0.8104.png', 'hazy/370_6_0.80209.png', 'hazy/370_7_0.83012.png', 'hazy/370_8_0.78464.png', 'hazy/370_9_0.97413.png', 'hazy/370_10_0.88954.png']","['trans/370_1.png', 'trans/370_2.png', 'trans/370_3.png', 'trans/370_4.png', 'trans/370_5.png', 'trans/370_6.png', 'trans/370_7.png', 'trans/370_8.png', 'trans/370_9.png', 'trans/370_10.png']"
371,clear/371.png,"['hazy/371_1_0.95762.png', 'hazy/371_2_0.71054.png', 'hazy/371_3_0.88409.png', 'hazy/371_4_0.89027.png', 'hazy/371_5_0.74446.png', 'hazy/371_6_0.70277.png', 'hazy/371_7_0.82451.png', 'hazy/371_8_0.88589.png', 'hazy/371_9_0.91863.png', 'hazy/371_10_0.78802.png']","['trans/371_1.png', 'trans/371_2.png', 'trans/371_3.png', 'trans/371_4.png', 'trans/371_5.png', 'trans/371_6.png', 'trans/371_7.png', 'trans/371_8.png', 'trans/371_9.png', 'trans/371_10.png']"
372,clear/372.png,"['hazy/372_1_0.99069.png', 'hazy/372_2_0.83064.png', 'hazy/372_3_0.88613.png', 'hazy/372_4_0.7406.png', 'hazy/372_5_0.99822.png', 'hazy/372_6_0.80589.png', 'hazy/372_7_0.93458.png', 'hazy/372_8_0.8613.png', 'hazy/372_9_0.78074.png', 'hazy/372_10_0.89492.png']","['trans/372_1.png', 'trans/372_2.png', 'trans/372_3.png', 'trans/372_4.png', 'trans/372_5.png', 'trans/372_6.png', 'trans/372_7.png', 'trans/372_8.png', 'trans/372_9.png', 'trans/372_10.png']"
373,clear/373.png,"['hazy/373_1_0.90578.png', 'hazy/373_2_0.88056.png', 'hazy/373_3_0.75971.png', 'hazy/373_4_0.82481.png', 'hazy/373_5_0.83202.png', 'hazy/373_6_0.85193.png', 'hazy/373_7_0.89611.png', 'hazy/373_8_0.7806.png', 'hazy/373_9_0.70205.png', 'hazy/373_10_0.85988.png']","['trans/373_1.png', 'trans/373_2.png', 'trans/373_3.png', 'trans/373_4.png', 'trans/373_5.png', 'trans/373_6.png', 'trans/373_7.png', 'trans/373_8.png', 'trans/373_9.png', 'trans/373_10.png']"
374,clear/374.png,"['hazy/374_1_0.75075.png', 'hazy/374_2_0.76359.png', 'hazy/374_3_0.81878.png', 'hazy/374_4_0.71687.png', 'hazy/374_5_0.84896.png', 'hazy/374_6_0.88637.png', 'hazy/374_7_0.91033.png', 'hazy/374_8_0.7576.png', 'hazy/374_9_0.868.png', 'hazy/374_10_0.86648.png']","['trans/374_1.png', 'trans/374_2.png', 'trans/374_3.png', 'trans/374_4.png', 'trans/374_5.png', 'trans/374_6.png', 'trans/374_7.png', 'trans/374_8.png', 'trans/374_9.png', 'trans/374_10.png']"
375,clear/375.png,"['hazy/375_1_0.77179.png', 'hazy/375_2_0.83138.png', 'hazy/375_3_0.86383.png', 'hazy/375_4_0.81316.png', 'hazy/375_5_0.92178.png', 'hazy/375_6_0.77791.png', 'hazy/375_7_0.71557.png', 'hazy/375_8_0.81876.png', 'hazy/375_9_0.99536.png', 'hazy/375_10_0.9995.png']","['trans/375_1.png', 'trans/375_2.png', 'trans/375_3.png', 'trans/375_4.png', 'trans/375_5.png', 'trans/375_6.png', 'trans/375_7.png', 'trans/375_8.png', 'trans/375_9.png', 'trans/375_10.png']"
376,clear/376.png,"['hazy/376_1_0.84499.png', 'hazy/376_2_0.98561.png', 'hazy/376_3_0.79979.png', 'hazy/376_4_0.8727.png', 'hazy/376_5_0.99022.png', 'hazy/376_6_0.83159.png', 'hazy/376_7_0.85386.png', 'hazy/376_8_0.83747.png', 'hazy/376_9_0.73393.png', 'hazy/376_10_0.82884.png']","['trans/376_1.png', 'trans/376_2.png', 'trans/376_3.png', 'trans/376_4.png', 'trans/376_5.png', 'trans/376_6.png', 'trans/376_7.png', 'trans/376_8.png', 'trans/376_9.png', 'trans/376_10.png']"
377,clear/377.png,"['hazy/377_1_0.81182.png', 'hazy/377_2_0.97721.png', 'hazy/377_3_0.71827.png', 'hazy/377_4_0.98169.png', 'hazy/377_5_0.7177.png', 'hazy/377_6_0.83547.png', 'hazy/377_7_0.75876.png', 'hazy/377_8_0.87242.png', 'hazy/377_9_0.74611.png', 'hazy/377_10_0.79786.png']","['trans/377_1.png', 'trans/377_2.png', 'trans/377_3.png', 'trans/377_4.png', 'trans/377_5.png', 'trans/377_6.png', 'trans/377_7.png', 'trans/377_8.png', 'trans/377_9.png', 'trans/377_10.png']"
378,clear/378.png,"['hazy/378_1_0.98387.png', 'hazy/378_2_0.85918.png', 'hazy/378_3_0.99077.png', 'hazy/378_4_0.99766.png', 'hazy/378_5_0.70393.png', 'hazy/378_6_0.92644.png', 'hazy/378_7_0.95154.png', 'hazy/378_8_0.78508.png', 'hazy/378_9_0.87241.png', 'hazy/378_10_0.9626.png']","['trans/378_1.png', 'trans/378_2.png', 'trans/378_3.png', 'trans/378_4.png', 'trans/378_5.png', 'trans/378_6.png', 'trans/378_7.png', 'trans/378_8.png', 'trans/378_9.png', 'trans/378_10.png']"
379,clear/379.png,"['hazy/379_1_0.91029.png', 'hazy/379_2_0.87546.png', 'hazy/379_3_0.83502.png', 'hazy/379_4_0.91792.png', 'hazy/379_5_0.76095.png', 'hazy/379_6_0.96566.png', 'hazy/379_7_0.75742.png', 'hazy/379_8_0.74025.png', 'hazy/379_9_0.9902.png', 'hazy/379_10_0.8625.png']","['trans/379_1.png', 'trans/379_2.png', 'trans/379_3.png', 'trans/379_4.png', 'trans/379_5.png', 'trans/379_6.png', 'trans/379_7.png', 'trans/379_8.png', 'trans/379_9.png', 'trans/379_10.png']"
380,clear/380.png,"['hazy/380_1_0.92247.png', 'hazy/380_2_0.9711.png', 'hazy/380_3_0.88812.png', 'hazy/380_4_0.90938.png', 'hazy/380_5_0.75183.png', 'hazy/380_6_0.7118.png', 'hazy/380_7_0.90853.png', 'hazy/380_8_0.8498.png', 'hazy/380_9_0.79042.png', 'hazy/380_10_0.90616.png']","['trans/380_1.png', 'trans/380_2.png', 'trans/380_3.png', 'trans/380_4.png', 'trans/380_5.png', 'trans/380_6.png', 'trans/380_7.png', 'trans/380_8.png', 'trans/380_9.png', 'trans/380_10.png']"
381,clear/381.png,"['hazy/381_1_0.83342.png', 'hazy/381_2_0.91361.png', 'hazy/381_3_0.81519.png', 'hazy/381_4_0.70894.png', 'hazy/381_5_0.83423.png', 'hazy/381_6_0.79682.png', 'hazy/381_7_0.8144.png', 'hazy/381_8_0.83335.png', 'hazy/381_9_0.72713.png', 'hazy/381_10_0.96008.png']","['trans/381_1.png', 'trans/381_2.png', 'trans/381_3.png', 'trans/381_4.png', 'trans/381_5.png', 'trans/381_6.png', 'trans/381_7.png', 'trans/381_8.png', 'trans/381_9.png', 'trans/381_10.png']"
382,clear/382.png,"['hazy/382_1_0.76464.png', 'hazy/382_2_0.88927.png', 'hazy/382_3_0.89344.png', 'hazy/382_4_0.73426.png', 'hazy/382_5_0.7246.png', 'hazy/382_6_0.90825.png', 'hazy/382_7_0.88053.png', 'hazy/382_8_0.96925.png', 'hazy/382_9_0.85302.png', 'hazy/382_10_0.98046.png']","['trans/382_1.png', 'trans/382_2.png', 'trans/382_3.png', 'trans/382_4.png', 'trans/382_5.png', 'trans/382_6.png', 'trans/382_7.png', 'trans/382_8.png', 'trans/382_9.png', 'trans/382_10.png']"
